THM,22120,Vandflyver med sverigefærgen "Malmø".
THM,22124,Niels Juels medicinkiste.
THM,22125,Niels Juels medicinkiste
THM,22128,Niels Juels medicinkiste
THM,22134,Bagsiden af OM 1983:2891-2
THM,22135,Bagsiden af OM 1983:2891-5
THM,22140,Bagsiden af OM 1983:0891
THM,22141,Niels J. Brochdorff
THM,22142,Valdemar Danneskiold.

THM,22145,Reserveløjtnant Laursen i marinens flyvevæsen ca. 1. Verdenskrig.
THM,22148,Torpedobåden "Ørnen"
THM,22152,Bagsiden af OM 1983:3782
THM,22154, Fregatten "Holger Danske" ved Grønland,
THM,22155,Fire kadetter på dækket af skib.

THM,22166,Viceadmiral Vedels private rejse til nordnorge 1949.
THM,22179, Prins Axel med officerer i USA.
THM,22180,Bagsiden af OM 1983:0646
THM,22181,Prins Axel med udenlandske officerer og civilpersoner
THM,22185,Udkast til ubåd 1880erne
THM,22187, Motor til barkasse
THM,22197,Agterspejlet på "Prins Friderich" 
THM,22198,Galion og sidegalleri, "Dannebrog"
THM,22201,Lossens dampmaskine på Orlogsværftet.
THM,22208,Bagsiden af OM 1983:3800-3
THM,22223,Bagsiden af OM 1983:3800-13
THM,22229,Model af russisk Galej
THM,22233,Hydroplan på baggrund af skyer.
THM,22237,Model af det russiske orlogsskib  "Rostiefa" 
THM,22245,Ubåden Ran. 
THM,22247,Mineskibet Lindormen
THM,22249,Model af flådebatteri nr. 1 
THM,22259,Postkort af forskellige danske orlogsskibe
THM,22260,Postkort af forskellige danske orlogsskibe
THM,22267, Kongeskibet Dannebrog kort efter stabelafløbningen i 1931								

THM,22269,Postkort af danske orlogsskibe
THM,22272,Dannebrog bygget 1879
THM,22280,Kong Frederik IX ombord på Kongeskibet Dannebrog
THM,22288,Torpedobåden "Dragen"
THM,22294, Fotos af forskl. danske orlogsfartøjer
THM,22295, Fotos af forskl. danske orlogsfartøjer
THM,22298,Torpedobåde under udlægning af røg,
THM,22304,Torpedobåde under udlægning af røg,
THM,22313,Øvelsestorpedo og syv besætningsmedlemmer, 
THM,22316,Torpedobåden "Dragen" 
THM,22323,Fotos fra krydserkorvetten "Valkyrien"s togt til Vestindien 1915-17.
THM,22325,Fotos fra krydserkorvetten "Valkyrien"s togt til Vestindien 1915-17.
THM,22327,Fotos fra krydserkorvetten "Valkyrien"s togt til Vestindien 1915-17.
THM,22330,Fotos fra krydserkorvetten "Valkyrien"s togt til Vestindien 1915-17.
THM,22338,Postkort fra krydserkorvetten "Valkyrien"s togt til Vestindien 1915-17.
THM,22346,Bådsmandspiber
THM,22348,Billeder fra krydserkorvetten "Valkyrien"s togt til Vestindien 1915-17.

THM,22351,Billeder fra krydserkorvetten "Valkyrien"s togt til Vestindien 1915-17.

THM,22353,Billeder fra krydserkorvetten "Valkyrien"s togt til Vestindien 1915-17.

THM,22357,Billeder fra krydserkorvetten "Valkyrien"s togt til Vestindien 1915-17.

KMM,34,Christian V medaljer
KMM,42,Danmark: Frederik VI offermark 1808, bagside
KMM,47,Danmark: Lundby Krat-skatten, 1000/1100-tallet
KMM,56,Danmark: Frederik II guldmønter, Dronning Sophies gavesæt
KMM,72,Kina: Knivmønt og spademønt
KMM,74,Romersk guldmønt, nordisk indfatning, danefæ fra Hjortshøj
KMM,77,England: Billede af skattenedgravning, 1300-tallet
KMM,93,William Bramsens og Krebs' japanske møntsamling
KMM,94,Grækenland: Antik tetradrachme fra Athen, forside
KMM,107,Romersk bronzemønt, Julia Domna, præget i græsk område, bagside
KMM,110,Indien: Mønter, 1700-tallet
KMM,124,Byzans, Michael 4., Histamenon, forside, 1000-tallet
KMM,146,Danmark: 100 kroner, 1914, forside
KMM,155,Danmark: Mønter, Svend II Estridsen, 1000-tallet
KMM,165,Tidlige mønter og brakteater (ca. 400 - 850 e.Kr) 
KMM,170,Grækenland: Antikke mønter
KMM,173,Barthold Meier: Medalje over Christian V 1691, forside
KMM,188,Danmark: 100 kroner 1914, bagside
KMM,191,Danmark: Penning, "Dannebrogsmønt", Valdemar I Den Store, Slesvig, 1100-tallet (Hbg. 61)
KMM,203,3 Byzantinske guldmønter og russisk sølvmønt
KMM,206,Danmark: 9 mønter og medaljer med Danske konger
KMM,219,Danmark: Mønter slået af engelske møntmestre, forsider, 1000-tallet
KMM,226,Ilustration til bogen "Tusindtallets Danske Mønter", 1995: Holsteinborg-møntfundet
KMM,228,Danmark: Svend II Estridsen, sølvefterligning af byzantinsk guldmønt, Lund, 1000-tallet, forside
KMM,232,Danmark: Skattefund, Skovvang-skatten, Bornholm
KMM,241,Danmark: Mønter anvendt i begravelsessammenhæng, 1000-tallet, forsider
KMM,246,Tyskland: 2 billioner mark 1923
KMM,247,Danmark: Sceattas, Ribe, 700/800-tallet
KMM,248,Danmark: Hardeknuds byzantinske serie, 1000-tallet
KMM,259,Holland: Daler, Geldern, 1598
KMM,275,Danmark: Svend II Estridsen, mønter med muligt kontrolmærke, Roskilde, 1000-tallet
KMM,284,Danmark: Hardeknuds romerske serie, 1000-tallet
KMM,294,Danmark: Rigsbankdaler-sedler
KMM,302,Fortjenstmedaljen, Dronning Margrethe II
KMM,303,Danmark: Knud Den Hellige og Hardeknud, Aalborg, 1000-tallet, forsider
KMM,307,Danmark: Medalje for Slavehandlens ophævelse1792, forside
KMM,312,Bogillustration til "Tusindtallets danske mønter" ,1995: Talsystemer og beregning
KMM,319,Danmark: Mønter fra Lund, 1000-tallet, forsider
KMM,320,Danmark: Knud Den Store og Hardeknud, Slangemønter, bagsider, 1000-tallet
KMM,331,Danmark: Christian IV 2 kroner 1619
KMM,341,Skandinavien: De første nordiske mønter med kongenavne, bagside, 1000-tallet
KMM,342,Danmark: Første bispemønt fra Roskilde?, 1000-tallet, bagside
KMM,344,Danmark: Hedeby-mønter fra midten af 1000-tallet, bagsider
KMM,350,Danmark: Mønter med Olav den Hellige, 1000-tallet, bagsider
KMM,356,Danmark: Bindesbøll-medaljen, 1982
KMM,361,Sverige: Karl XII daler 1718, nødmønter
KMM,366,Rom: Denarer
KMM,420,Danmark: Medalje for reformationsjubilæet 1817
KMM,449,Antik græsk mønt
KMM,456,Imitation af romersk aureus
KMM,473,Rom, sesterts, præget under kejser Nero
KMM,477,Antikke græske mønter
KMM,519,Estland: 1 kroon 1993, bagside og Norge: 5 kroner 1964, bagside
KMM,533,Nydam
KMM,551,Danmark: Penninge, Valdemar Den Store og Knud Den Hellige
ES,5401,Landtransport, Japan
ES,5536,Tokyo, Japan
ES,5762,Japansk officer
ES,5826,Sakhalin
ES,5830,Kyoto, Japan
ES,5843,Tokyo, Japan
ES,6116,Japanske træskulpturer
ES,6245,Japansk kvinde
AS,4089,Alterskrankepille
AS,4092,Statuefragment af Sakhmet
AS,4097,Portræt af Livia
AS,4098,Syditalisk vase
AS,4101,Græsk vase
AS,4126,Marmorpille fra Lindos
AS,4135,Kampanaplade
AS,4140,Kalkstensstatuetter
AS,4144,Sokratesportræt
AS,4164,Bronzebælter
AS,4165,Underdel af kalkstensstatuette 
AS,4173,Sten høje, Rhodos
AS,4183,Portrætbuste af ældre kvinde
AS,4187,Kvindehoved af marmor
AS,4226,Blok med indskrift på græsk
AS,4227,6 terrakottafigurer fra votivdepot
AS,4243,Lindos tempelkrønike - detalje
